N,P,K,temperature,humidity,ph,rainfall,label
102.83,50.75,43.74,16.86,63.91,6.18,199.57,coffee
107.41,51.64,36.26,26.57,64.44,6.37,164.0,coffee
103.41,43.54,41.58,15.22,58.03,6.05,173.97,coffee
92.0,50.38,35.44,23.03,57.81,6.47,243.31,coffee
94.51,49.22,35.42,27.11,65.46,6.02,184.25,coffee
91.54,45.89,45.05,21.11,62.67,6.06,174.49,coffee
92.0,52.11,37.03,22.74,61.85,6.11,213.95,coffee
99.14,46.0,43.89,21.39,61.07,6.28,216.95,coffee
90.53,46.99,35.87,17.42,66.21,6.43,238.28,coffee
91.4,46.29,43.75,16.91,70.31,6.37,240.33,coffee
90.17,43.25,47.41,23.72,72.89,6.03,209.7,coffee
101.38,40.54,42.7,22.92,58.83,6.14,214.03,coffee
99.37,52.87,40.14,18.47,74.7,6.46,152.9,coffee
105.41,41.66,35.41,18.56,60.39,6.41,221.07,coffee
109.63,50.67,41.27,24.09,74.99,6.36,226.17,coffee
108.77,41.7,45.57,26.06,74.09,6.11,200.39,coffee
103.61,43.71,44.01,18.35,61.67,6.22,202.92,coffee
98.99,47.4,39.48,17.07,55.95,6.1,208.19,coffee
105.72,42.54,36.63,24.74,61.1,6.48,221.43,coffee
96.54,44.34,42.86,16.03,57.35,6.09,227.47,coffee
100.28,40.16,45.1,20.51,65.22,6.11,205.18,coffee
109.58,41.1,39.26,18.16,59.97,6.19,231.81,coffee
108.26,43.03,43.14,23.28,65.44,6.22,169.2,coffee
99.76,46.02,46.93,24.93,57.68,6.04,240.82,coffee
100.71,52.87,35.87,21.84,65.79,6.43,159.76,coffee
94.81,46.1,47.99,27.21,74.85,6.48,150.59,coffee
90.95,42.21,40.23,25.79,72.85,6.09,211.97,coffee
108.35,46.96,36.55,20.95,62.52,6.29,193.87,coffee
90.35,54.91,43.15,21.16,74.09,6.08,168.92,coffee
106.16,43.91,46.99,18.53,55.66,6.26,169.67,coffee
105.16,49.62,48.85,25.18,58.62,6.4,214.17,coffee
103.38,52.48,43.61,21.06,67.73,6.15,168.26,coffee
102.33,43.51,36.2,15.01,67.17,6.18,225.23,coffee
97.5,47.29,41.11,23.46,62.12,6.48,243.61,coffee
106.96,53.8,41.74,21.97,69.84,6.35,239.07,coffee
104.33,54.97,40.23,25.83,68.95,6.35,182.58,coffee
105.71,53.51,38.28,23.13,62.84,6.49,197.88,coffee
94.57,45.73,44.81,15.99,67.07,6.47,235.04,coffee
91.35,54.9,45.48,17.11,55.25,6.09,233.82,coffee
90.43,43.5,46.36,22.62,70.65,6.37,155.06,coffee
107.85,43.41,43.3,23.38,58.37,6.49,198.82,coffee
91.15,54.06,43.79,24.09,65.5,6.42,153.31,coffee
95.37,47.04,36.15,24.18,62.87,6.14,150.34,coffee
104.4,52.51,40.93,22.33,59.55,6.31,151.21,coffee
99.77,49.66,48.77,19.96,70.3,6.3,242.7,coffee
97.97,44.79,48.31,15.64,57.73,6.04,234.31,coffee
90.21,52.92,41.77,15.05,63.03,6.09,212.44,coffee
103.59,47.31,35.61,23.53,71.84,6.36,233.0,coffee
94.01,53.33,39.83,15.17,71.87,6.47,215.56,coffee
94.63,43.78,42.0,26.67,57.99,6.41,179.13,coffee
106.17,53.8,41.41,19.75,71.04,6.26,218.44,coffee
